Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410791237286842,0.09410791237286842,0.09367822110652924,0.09367822110652924,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723211594284744,0.08723211594284744,0.08680243045091629,0.08680243045091629,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895087987184525,0.08938057115175883,0.08895087987184525,0.08895087987184525,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711575508117676,0.09754544649144833,0.09711575508117676,0.09711575508117676,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184232890605927,0.10227278908128733,0.10184232890605927,0.10184232890605927,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613991320133209,0.10656960431638139,0.10613991320133209,0.10613991320133209,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172588914632796,0.11215558036088445,0.11172588914632796,0.11172588914632797,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203910201787949,0.1224687929640305,0.12203910201787949,0.12203910201787949,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375792860984802,0.12418761981390837,0.12375792860984802,0.12375792860984802,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117974171570714,0.12117974171570714,0.1207500621676445,0.1207500621676445,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774234623422591,0.11774234623422591,0.11731265485286713,0.11731265485286713,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.1186017096042633,0.11946109230960722,0.1186017096042633,0.1186017096042633,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645325760298,0.11645325760298,0.11602357774972916,0.11602357774972916,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129622304119687,0.11129622304119687,0.11086653172969818,0.11086653172969818,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656960431638139,0.10656960431638139,0.10613991320133209,0.10613991320133209,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10442119572096865,0.10442119572096865,0.1039915159344673,0.10399151593446732,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957750678062439,0.11000719823921584,0.10957750678062439,0.10957750678062439,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957744582264671,0.10957744582264671,0.10871807485818864,0.10871807485818863,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528057951861594,0.10528057951861594,0.1048508882522583,0.1048508882522583,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10528058558702469,0.10571027687814988,0.10528058558702469,0.10528058558702469,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699930167622583,0.10699930167622583,0.10656961053609848,0.10656961053609848,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301492899656296,0.11344462012626176,0.11301492899656296,0.11301492899656296,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11000719823921584,0.11000719823921584,0.10957750678062439,0.10957750678062439,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11172588914632796,0.11258526010079103,0.11172588914632796,0.11172588914632797,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301492899656296,0.11387431125596058,0.11301492899656296,0.11301492899656296,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301498259994418,0.11344467393344702,0.11258529126644135,0.11258529126644135,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11129622304119687,0.11129622304119687,0.11086653172969818,0.11086653172969818,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11086654556868486,0.11086654556868486,0.1100071743130684,0.11000717431306839,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10699930167622583,0.10699930167622583,0.10656961053609848,0.10656961053609848,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10313211511508742,0.10313211511508742,0.10270242393016815,0.10270242393016815,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.0979751379017199,0.0979751379017199,0.09711575508117676,0.09711575508117676,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09195946465181216,0.09195946465181216,0.09152977913618088,0.09152977913618088,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09496726095676422,0.09539694635813323,0.09496726095676422,0.09496726095676422,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09840480983257294,0.09883448968313344,0.09840480983257294,0.09840480983257294,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09840480983257294,0.0992641810083468,0.09840480983257294,0.09840480983257294,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09453759790188195,0.09453759790188195,0.09367822110652924,0.09367822110652924,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09367822110652924,0.09410791237286842,0.09367822110652924,0.09367822110652924,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09110007738333589,0.09110007738333589,0.0906703919172287,0.0906703919172287,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09024066733187142,0.09024066733187142,0.08981020748615265,0.08981020748615265,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08852120954121091,0.08852120954121091,0.08766183257102966,0.08766183257102966,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08981020748615265,0.09024066733187142,0.08981020748615265,0.08981020748615265,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09367822110652924,0.09453759790188195,0.09367822110652924,0.09367822110652924,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08852120634286377,0.08852120634286377,0.08809151500463486,0.08809151500463486,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.08379461752182821,0.08379461752182821,0.08336492627859116,0.08336492627859116,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08465399593114853,0.0850836872119342,0.08465399593114853,0.08465399593114853,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08250553589843579,0.08250553589843579,0.0816461592912674,0.0816461592912674,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08680243045091629,0.08723211594284744,0.08680243045091629,0.08680243045091629,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.08809151500463486,0.08852120634286377,0.08809151500463486,0.08809151500463486,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09110008925199509,0.09195946603349518,0.09110008925199509,0.09110008925199509,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09067041570092875,0.09067041570092875,0.0902407243847847,0.0902407243847847,16172800,0.0,0.0
1981-03-04 00:00:00-05:00,0.08981024780551072,0.08981024780551072,0.08938056230545044,0.08938056230545044,13708800,0.0,0.0
1981-03-05 00:00:00-05:00,0.08938057115175883,0.08938057115175883,0.08895087987184525,0.08895087987184525,5376000,0.0,0.0
1981-03-06 00:00:00-05:00,0.08895089194376607,0.08895089194376607,0.08809151500463486,0.08809151500463486,11603200,0.0,0.0
1981-03-09 00:00:00-05:00,0.08164616979846182,0.08164616979846182,0.0812164843082428,0.0812164843082428,15321600,0.0,0.0
1981-03-10 00:00:00-05:00,0.0777782008703655,0.0777782008703655,0.07734851539134979,0.07734851539134979,28380800,0.0,0.0
1981-03-11 00:00:00-05:00,0.07520008541636075,0.07520008541636075,0.07434070855379105,0.07434070855379105,29859200,0.0,0.0
1981-03-12 00:00:00-05:00,0.07734851539134979,0.0777782008703655,0.07734851539134979,0.07734851539134979,59248000,0.0,0.0
1981-03-13 00:00:00-05:00,0.07691881359229595,0.07691881359229595,0.07648912817239761,0.07648912817239761,231302400,0.0,0.0
1981-03-16 00:00:00-05:00,0.07949776202440262,0.08035713907891795,0.07949776202440262,0.07949776202440262,37228800,0.0,0.0
1981-03-17 00:00:00-05:00,0.08336492627859116,0.08422430302773994,0.08336492627859116,0.08336492627859116,43747200,0.0,0.0
1981-03-18 00:00:00-05:00,0.08852115273475647,0.08938052915345227,0.08852115273475647,0.08852115273475647,36937600,0.0,0.0
1981-03-19 00:00:00-05:00,0.08809151818745689,0.08809151818745689,0.08766183257102966,0.08766183257102966,37811200,0.0,0.0
1981-03-20 00:00:00-05:00,0.08852115273475647,0.08938052915345227,0.08852115273475647,0.08852115273475647,14604800,0.0,0.0
1981-03-23 00:00:00-05:00,0.09195946156978607,0.09281883830957205,0.09195946156978607,0.09195946156978607,22019200,0.0,0.0
1981-03-24 00:00:00-05:00,0.09195946465181216,0.09195946465181216,0.09152977913618088,0.09152977913618088,28156800,0.0,0.0
1981-03-25 00:00:00-05:00,0.09067035837635162,0.09067035837635162,0.08981020748615265,0.08981020748615265,7056000,0.0,0.0
1981-03-26 00:00:00-05:00,0.08852120634286377,0.08852120634286377,0.08809151500463486,0.08809151500463486,12275200,0.0,0.0
1981-03-27 00:00:00-05:00,0.08551336386353395,0.08551336386353395,0.08508367836475372,0.08508367836475372,12252800,0.0,0.0
1981-03-30 00:00:00-05:00,0.08508367836475372,0.08594305509963941,0.08508367836475372,0.08508367836475372,9900800,0.0,0.0
1981-03-31 00:00:00-05:00,0.08508366024711174,0.08508366024711174,0.08422428369522095,0.08422428369522095,15993600,0.0,0.0
1981-04-01 00:00:00-05:00,0.08379461752182821,0.08379461752182821,0.08336492627859116,0.08336492627859116,34070400,0.0,0.0
1981-04-02 00:00:00-05:00,0.0906703919172287,0.09110007738333589,0.0906703919172287,0.0906703919172287,31404800,0.0,0.0
1981-04-03 00:00:00-05:00,0.09110008925199509,0.09152978051140791,0.09110008925199509,0.09110008925199509,16486400,0.0,0.0
1981-04-06 00:00:00-05:00,0.08981024780551072,0.08981024780551072,0.08938056230545044,0.08938056230545044,22803200,0.0,0.0
1981-04-07 00:00:00-05:00,0.08895083807544281,0.08895083807544281,0.08852115273475647,0.08852115273475647,10684800,0.0,0.0
1981-04-08 00:00:00-05:00,0.09281884133815765,0.09367821810598423,0.09281884133815765,0.09281884133815765,21952000,0.0,0.0
